# ----------------------------------------
# Rutas de atribución de eventos clave
# Cuenta: www.assist-card.com
# Propiedad: Assist Card GA4 PROD
# ----------------------------------------
# 
# País coincide exactamente con Argentina
# Fecha de inicio: 20260501
# Fecha de finalización: 20260531
Ruta del grupo de canales principal,Eventos clave atribuidos a la ruta en función de los datos,Eventos clave,Ingresos derivados de las compras,Días hasta el evento clave,Puntos de contacto antes del evento clave
"[""Paid Search"",""Email"",""Unassigned"",""Referral"",""Unassigned""]",NaN,1,285.599999,0,5
"[""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,1,285.599999,0,8
"[""Unassigned"",""Paid Search"",""Unassigned"",""Unassigned""]",NaN,1,285.599999,2,4
"[""Unassigned"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,1,285.599999,2,8
"[""Cross-network"",""Paid Search"",""Referral"",""Paid Search""]",NaN,1,285.599999,3,4
"[""Unassigned"",""Display"",""Display"",""Display""]",NaN,1,285.599999,12,4
"[""Email"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,1,285.599999,12,5
"[""Paid Search"",""Organic Search"",""Organic Search"",""Display"",""Organic Search""]",NaN,1,285.6,0,5
"[""Unassigned"",""Unassigned"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",NaN,1,285.6,63,7
"[""Cross-network"",""Paid Search"",""Unassigned"",""Paid Search"",""Unassigned""]",NaN,1,286.559999,35,5
"[""Referral"",""Cross-network"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",NaN,1,286.719999,11,7
"[""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Email"",""Email""]",NaN,1,289.249998,76,8
"[""Paid Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,289.599997,0,5
"[""Referral"",""Display"",""Unassigned""]",NaN,1,289.789999,7,3
"[""Email"",""Email"",""Paid Social"",""Paid Social"",""Email"",""Email"",""Email"",""Email""]",NaN,1,289.939997,74,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Email"",""Email""]",NaN,1,292.599999,5,6
"[""Paid Social"",""Paid Search"",""Email"",""Email""]",NaN,1,292.6,6,4
"[""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,293.599999,9,8
"[""Paid Social"",""Paid Social"",""Organic Search"",""Organic Search""]",NaN,1,294.099999,4,4
"[""Cross-network"",""Paid Search"",""Cross-network"",""Email"",""Email""]",NaN,1,294.199998,8,5
"[""Referral"",""Display"",""Paid Search""]",NaN,1,295.6,21,3
"[""Paid Search"",""Display"",""Unassigned"",""Paid Search""]",NaN,1,295.679999,3,4
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Display"",""Paid Search"",""Paid Search""]",NaN,1,297.499999,3,7
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,302.399997,22,7
"[""Organic Search"",""Organic Social"",""Organic Social"",""Referral"",""Referral""]",NaN,1,302.399999,50,5
"[""Paid Search"",""Unassigned"",""Organic Search"",""Organic Search""]",NaN,1,302.719998,32,4
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Email"",""Email"",""Cross-network""]",NaN,1,303,39,7
"[""Email"",""Cross-network"",""Organic Search""]",NaN,1,304.149999,1,3
"[""Paid Search"",""Organic Search"",""Email"",""Email""]",NaN,1,304.469998,18,4
"[""Unassigned"",""Paid Search"",""Paid Search"",""Unassigned""]",NaN,1,308,0,4
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,1,308,0,7
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Organic Search"",""Organic Search"",""Email""]",NaN,1,308,1,8
"[""Paid Search"",""Referral"",""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,308,3,7
"[""Paid Search"",""Referral"",""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,308,3,8
"[""Cross-network"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,308,6,4
"[""Referral"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,308,8,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search""]",NaN,1,308,19,6
"[""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search"",""Paid Search"",""Cross-network"",""Cross-network""]",NaN,1,308,19,7
"[""Email"",""Email"",""Email"",""Paid Social"",""Display"",""Display"",""Email"",""Paid Search""]",NaN,1,308,19,8
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Display"",""Cross-network"",""Unassigned""]",NaN,1,308,23,8
"[""Unassigned"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,1,308,24,4
"[""Paid Social"",""Paid Social"",""Cross-network"",""Paid Social"",""Unassigned""]",NaN,1,308,32,5
"[""Email"",""Email"",""Paid Social"",""Paid Social"",""Paid Social"",""Referral""]",NaN,1,308,84,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,309.599998,0,7
"[""Paid Search"",""Email"",""Paid Social"",""Paid Social"",""Email"",""Email""]",NaN,1,309.599998,28,6
"[""Organic Social"",""Cross-network"",""Paid Search"",""Unassigned""]",NaN,1,309.6,46,4
"[""Email"",""Organic Social""]",NaN,1,310,0,2
"[""Organic Search"",""Paid Search"",""Paid Search"",""Paid Social"",""Paid Social""]",NaN,1,314.159998,14,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,1,316.079996,1,7
"[""Paid Search"",""Cross-network"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,316.799998,2,8
"[""Paid Search"",""Email"",""Email"",""Paid Search"",""Cross-network""]",NaN,1,316.799998,81,5
"[""Referral"",""Paid Social"",""Referral""]",NaN,1,316.799999,1,3
"[""Referral"",""Referral"",""Paid Search"",""Paid Search"",""Referral"",""Referral""]",NaN,1,316.849997,16,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search""]",NaN,1,318.399998,85,7
"[""Referral"",""Referral"",""Email"",""Email"",""Email""]",NaN,1,319.499998,2,5
"[""Organic Social"",""Organic Search"",""Paid Search""]",NaN,1,319.5,7,3
"[""Paid Search"",""Referral"",""Organic Search"",""Organic Search""]",NaN,1,320.159999,33,4
"[""Email"",""Organic Search"",""Email"",""Email"",""Organic Search"",""Email"",""Email""]",NaN,1,320.179999,0,7
"[""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,321.499999,14,4
"[""Paid Other"",""Paid Search""]",NaN,1,321.599999,4,2
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,322.079996,12,7
"[""Organic Social"",""Referral"",""Referral"",""Referral"",""Organic Social""]",NaN,1,322.379998,0,5
"[""Referral"",""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Referral""]",NaN,1,322.379998,7,6
"[""Referral"",""Referral"",""Email"",""Paid Search"",""Organic Social"",""Organic Search""]",NaN,1,323.299998,12,6
"[""Paid Search"",""Display"",""Cross-network"",""Display"",""Cross-network""]",NaN,1,324.299999,36,5
"[""Organic Search"",""Display""]",NaN,1,325,0,2
"[""Paid Search"",""Paid Search"",""Unassigned"",""Paid Search""]",NaN,1,325,0,4
"[""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Social""]",NaN,1,325,37,5
"[""Paid Search"",""Cross-network"",""Cross-network"",""Email"",""Email"",""Email""]",NaN,1,325.579998,3,6
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search""]",NaN,1,326.16,46,4
"[""Organic Social"",""Organic Social"",""Organic Social"",""Unassigned"",""Unassigned"",""Organic Social"",""Referral""]",NaN,1,328.159996,1,7
"[""Paid Search"",""Paid Search"",""Paid Search"",""Referral"",""Organic Search""]",NaN,1,328.219997,0,5
"[""Organic Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Organic Search""]",NaN,1,328.899999,30,5
"[""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,1,329.539997,25,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,331.159999,3,6
"[""Unassigned"",""Unassigned"",""Unassigned"",""Paid Social""]",NaN,1,331.499999,0,4
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,332,0,6
"[""Paid Search"",""Unassigned"",""Referral"",""Referral"",""Unassigned"",""Organic Search"",""Organic Search""]",NaN,1,332.499999,10,7
"[""Organic Search"",""Cross-network"",""Organic Search"",""Cross-network"",""Organic Search""]",NaN,1,332.5,27,5
"[""Referral"",""Email"",""Email"",""Organic Search"",""Unassigned"",""Unassigned"",""Referral""]",NaN,1,333.789997,22,7
"[""Referral"",""Referral"",""Email"",""Email"",""Email"",""Referral""]",NaN,1,336.489998,17,6
"[""Paid Search"",""Paid Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search""]",NaN,1,338.799997,1,6
"[""Email"",""Display"",""Email"",""Email""]",NaN,1,339,36,4
"[""Email"",""Email"",""Organic Search"",""Organic Search""]",NaN,1,339.559998,2,4
"[""Email"",""Email"",""Paid Search"",""Referral"",""Email""]",NaN,1,340.159998,0,5
"[""Paid Search"",""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,340.289999,65,5
"[""Paid Search"",""Email"",""Organic Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,340.399997,21,8
"[""Paid Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search""]",NaN,1,340.399998,6,5
"[""Referral"",""Referral"",""Referral"",""Referral"",""Email"",""Email""]",NaN,1,343.869996,1,6
"[""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,345,8,7
"[""Cross-network"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,345,61,6
"[""Paid Search"",""Paid Search"",""Referral"",""Paid Search"",""Referral""]",NaN,1,345.289999,28,5
"[""Paid Search"",""Paid Search"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,346.549998,62,5
"[""Paid Search"",""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Paid Search""]",NaN,1,347.999998,3,8
"[""Unassigned"",""Paid Search"",""Organic Search"",""Referral""]",NaN,1,350,0,4
"[""Unassigned"",""Unassigned"",""Referral""]",NaN,1,351.199998,0,3
"[""Organic Social"",""Paid Social"",""Referral"",""Referral"",""Referral""]",NaN,1,351.199998,7,5
"[""Organic Social"",""Unassigned"",""Organic Social""]",NaN,1,351.2,6,3
"[""Paid Search"",""Organic Search"",""Referral"",""Referral""]",NaN,1,354.199998,0,4
"[""Paid Search"",""Unassigned"",""Organic Search""]",NaN,1,355.859998,21,3
"[""Paid Search"",""Cross-network"",""Unassigned""]",NaN,1,356,26,3
"[""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Email"",""Email"",""Email""]",NaN,1,358.199998,89,7
"[""Paid Search"",""Referral"",""Referral"",""Paid Search"",""Paid Search""]",NaN,1,358.199999,1,5
"[""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Display""]",NaN,1,358.199999,41,6
"[""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,358.399997,72,7
"[""Paid Search"",""Referral"",""Referral"",""Paid Other"",""Referral"",""Referral""]",NaN,1,362.109999,1,6
"[""Paid Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral""]",NaN,1,365.199999,0,7
"[""Referral"",""Paid Search"",""Paid Social"",""Referral"",""Referral""]",NaN,1,366.159998,21,5
"[""Unassigned"",""Display""]",NaN,1,367,7,2
"[""Paid Social"",""Paid Social"",""Display"",""Email"",""Cross-network"",""Display"",""Paid Search""]",NaN,1,367,7,7
"[""Paid Search"",""Cross-network"",""Paid Social"",""Email"",""Email"",""Email""]",NaN,1,367,25,6
"[""Cross-network"",""Cross-network"",""Cross-network"",""Paid Social""]",NaN,1,369,20,4
"[""Referral"",""Referral"",""Referral"",""Email"",""Referral"",""Referral""]",NaN,1,369.599997,16,6
"[""Paid Search"",""Unassigned"",""Email"",""Email""]",NaN,1,369.599998,5,4
"[""Paid Search"",""Paid Search"",""Unassigned"",""Paid Search"",""Paid Search"",""Unassigned""]",NaN,1,369.599999,23,6
"[""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,371.999999,27,8
"[""Email"",""Email"",""Email"",""Organic Search"",""Organic Search"",""Email""]",NaN,1,373.749998,7,6
"[""Email"",""Organic Search"",""Cross-network"",""Organic Search""]",NaN,1,373.749999,0,4
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Referral"",""Organic Search""]",NaN,1,373.749999,2,6
"[""Paid Search"",""Cross-network"",""Paid Search"",""Organic Search"",""Organic Search"",""Email"",""Paid Social"",""Paid Social""]",NaN,1,374.219999,19,8
"[""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Organic Search""]",NaN,1,375.199997,0,7
"[""Paid Search"",""Paid Search"",""Email"",""Email"",""Organic Search"",""Email""]",NaN,1,375.199998,0,6
"[""Paid Search"",""Paid Search"",""Email"",""Email"",""Organic Search"",""Email"",""Email""]",NaN,1,375.199998,0,7
"[""Paid Social"",""Display"",""Paid Search""]",NaN,1,375.399999,24,3
"[""Paid Search"",""Email"",""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Organic Search""]",NaN,1,375.899998,1,8
"[""Referral"",""Referral"",""Email"",""Paid Search""]",NaN,1,376.199999,10,4
"[""Email"",""Paid Social"",""Paid Social"",""Email"",""Email"",""Email"",""Referral""]",NaN,1,376.199999,83,7
"[""Organic Search"",""Paid Search"",""Referral"",""Referral""]",NaN,1,376.899999,12,4
"[""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,377,28,7
"[""Paid Social"",""Paid Social"",""Paid Social"",""Display"",""Paid Search""]",NaN,1,378.399999,1,5
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,379.559997,28,8
"[""Unassigned"",""Unassigned"",""Paid Search"",""Organic Search"",""Unassigned"",""Paid Search"",""Paid Search"",""Unassigned""]",NaN,1,379.819998,3,8
"[""Paid Social"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,1,380.02,1,6
"[""Paid Search"",""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,382.469996,1,6
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,385,0,6
"[""Organic Search"",""Unassigned"",""Unassigned"",""Paid Search"",""Paid Search""]",NaN,1,387.399998,26,5
"[""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search""]",NaN,1,387.399999,85,5
"[""Paid Search"",""Organic Search"",""Paid Search"",""Referral""]",NaN,1,390.009998,27,4
"[""Paid Search"",""Organic Search"",""Cross-network"",""Paid Search""]",NaN,1,390.359999,28,4
"[""Paid Search"",""Display"",""Paid Search"",""Organic Search"",""Referral"",""Referral""]",NaN,1,390.479998,1,6
"[""Paid Search"",""Email"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,393.199998,89,6
"[""Email"",""Email"",""Paid Social""]",NaN,1,393.68,0,3
"[""Cross-network"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,393.759999,36,7
"[""Paid Search"",""Referral"",""Referral"",""Paid Search"",""Paid Search"",""Referral"",""Organic Search"",""Organic Search""]",NaN,1,394.019996,1,8
"[""Paid Search"",""Paid Search"",""Cross-network"",""Display"",""Paid Social"",""Paid Search"",""Paid Search""]",NaN,1,394.019999,4,7
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,1,395.199999,37,7
"[""Paid Search"",""Paid Search"",""Display"",""Email"",""Cross-network"",""Cross-network""]",NaN,1,395.999999,1,6
"[""Email"",""Referral"",""Email"",""Email"",""Email""]",NaN,1,396,1,5
"[""Email"",""Cross-network"",""Cross-network""]",NaN,1,396,5,3
"[""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,396,5,7
"[""Unassigned"",""Unassigned"",""Unassigned"",""Referral"",""Referral""]",NaN,1,396,7,5
"[""Organic Search"",""Organic Search"",""Display"",""Paid Search""]",NaN,1,396,26,4
"[""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search""]",NaN,1,396,38,8
"[""Cross-network"",""Paid Search"",""Paid Search"",""Referral"",""Referral""]",NaN,1,396.499999,1,5
"[""Email"",""Email"",""Unassigned"",""Email""]",NaN,1,397.999998,82,4
"[""Email"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,1,398,0,4
"[""Display"",""Display"",""Display"",""Display"",""Email"",""Paid Search""]",NaN,1,398,10,6
"[""Email"",""Email"",""Organic Search""]",NaN,1,398,14,3
"[""Cross-network"",""Organic Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,1,398,79,6
"[""Paid Search"",""Cross-network"",""Cross-network"",""Paid Social""]",NaN,1,400.399999,60,4
"[""Email"",""Unassigned"",""Unassigned""]",NaN,1,400.959999,1,3
"[""Email"",""Email"",""Paid Social"",""Email""]",NaN,1,402.499999,2,4
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Unassigned"",""Unassigned"",""Cross-network"",""Unassigned""]",NaN,1,402.6,0,8
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,1,403.77,30,5
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,407.099997,8,6
"[""Paid Search"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,407.999999,0,4
"[""Organic Search"",""Cross-network"",""Display"",""Paid Search"",""Paid Search""]",NaN,1,408.159999,45,5
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,408.319999,14,8
"[""Organic Social"",""Organic Search"",""Display"",""Paid Search"",""Organic Social""]",NaN,1,409.919999,1,5
"[""Paid Search"",""Paid Search"",""Email"",""Email"",""Paid Social"",""Paid Social"",""Paid Social""]",NaN,1,410.289997,0,7
"[""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,411.099999,5,8
"[""Referral"",""Referral"",""Cross-network""]",NaN,1,411.12,48,3
"[""Paid Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Paid Search""]",NaN,1,411.839997,1,5
"[""Organic Search"",""Paid Social"",""Email""]",NaN,1,411.85,7,3
"[""Referral"",""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,412,0,5
"[""Unassigned"",""Email"",""Unassigned""]",NaN,1,414,17,3
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Referral"",""Paid Social"",""Referral""]",NaN,1,414.01,2,7
"[""Referral"",""Email"",""Email"",""Email""]",NaN,1,415,0,4
"[""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Paid Search""]",NaN,1,415,2,8
"[""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Other""]",NaN,1,415,6,6
"[""Organic Search"",""Email"",""Organic Search"",""Organic Search"",""Email"",""Email"",""Email""]",NaN,1,415.639999,12,7
"[""Referral"",""Referral"",""Display"",""Referral""]",NaN,1,415.799998,49,4
"[""Unassigned"",""Email"",""Unassigned"",""Email""]",NaN,1,415.799999,3,4
"[""Referral"",""Referral"",""Unassigned"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,420,56,8
"[""Organic Social"",""Organic Social"",""Paid Search"",""Organic Social"",""Organic Social""]",NaN,1,421.439999,0,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",NaN,1,421.599999,32,7
"[""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,422.5,64,6
"[""Paid Search"",""Paid Search"",""Unassigned"",""Unassigned"",""Paid Search"",""Paid Search"",""Unassigned""]",NaN,1,423.299998,13,7
"[""Cross-network"",""Cross-network"",""Email"",""Cross-network""]",NaN,1,425.199999,52,4
"[""Paid Search"",""Cross-network"",""Paid Search"",""Referral""]",NaN,1,426.029998,8,4
"[""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Paid Search""]",NaN,1,427.999999,4,7
"[""Unassigned"",""Unassigned"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,428.399998,0,6
"[""Paid Search"",""Email"",""Email"",""Paid Search"",""Email""]",NaN,1,428.4,20,5
"[""Email"",""Cross-network"",""Cross-network"",""Unassigned""]",NaN,1,431.629999,31,4
"[""Email"",""Email"",""Email"",""Email"",""Display"",""Display""]",NaN,1,432,6,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Unassigned"",""Paid Search"",""Paid Search""]",NaN,1,432.799998,2,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Unassigned"",""Paid Search"",""Paid Search""]",NaN,1,432.799998,21,7
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,434.199998,1,8
"[""Email"",""Paid Social""]",NaN,1,434.85,0,2
"[""Paid Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Referral""]",NaN,1,436.589998,6,7
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search"",""Unassigned""]",NaN,1,437.199998,4,7
"[""Organic Search"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,1,437.399999,23,4
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Social"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,437.799997,5,8
"[""Organic Social"",""Paid Search""]",NaN,1,437.8,59,2
"[""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search""]",NaN,1,442,4,4
"[""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,442.749999,65,7
"[""Paid Search"",""Organic Search"",""Organic Search"",""Display"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,443.199997,28,8
"[""Paid Search"",""Organic Search"",""Unassigned"",""Organic Search""]",NaN,1,445.599998,5,4
"[""Cross-network"",""Cross-network"",""Paid Search"",""Cross-network"",""Cross-network""]",NaN,1,446.199999,17,5
"[""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,446.599998,14,4
"[""Display"",""Display"",""Email""]",NaN,1,447.5,14,3
"[""Display"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,1,447.829999,51,4
"[""Email"",""Email"",""Cross-network""]",NaN,1,448.199999,0,3
"[""Referral"",""Organic Search"",""Referral"",""Referral""]",NaN,1,448.509999,0,4
"[""Paid Search"",""Organic Social"",""Organic Social"",""Paid Search""]",NaN,1,451.199998,0,4
"[""Paid Search"",""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Referral""]",NaN,1,454.799998,1,6
"[""Paid Search"",""Referral"",""Email"",""Referral""]",NaN,1,455,88,4
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,455.4,29,7
"[""Paid Search"",""Paid Search"",""Organic Search"",""Cross-network"",""Cross-network""]",NaN,1,456.799999,27,5
"[""Paid Social"",""Cross-network"",""Cross-network""]",NaN,1,460,2,3
"[""Paid Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,1,462,27,7
"[""Cross-network"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,1,462.939998,87,6
"[""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,464,10,7
"[""Email"",""Display"",""Display"",""Cross-network""]",NaN,1,464,21,4
"[""Unassigned"",""Paid Search"",""Organic Search"",""Paid Search""]",NaN,1,465.659998,0,4
"[""Email"",""Cross-network"",""Cross-network"",""Email"",""Email"",""Display"",""Cross-network""]",NaN,1,467.899997,36,7
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Email""]",NaN,1,472.599998,4,8
"[""Unassigned"",""Referral"",""Organic Search"",""Referral"",""Organic Search""]",NaN,1,473.099999,35,5
"[""Paid Social"",""Paid Social"",""Email"",""Email"",""Email""]",NaN,1,474,61,5
"[""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,1,478,4,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,479,27,7
"[""Organic Search"",""Organic Social"",""Organic Social""]",NaN,1,482.199999,11,3
"[""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,1,483.409995,2,6
"[""Email"",""Referral"",""Email"",""Referral"",""Email"",""Organic Search"",""Paid Search""]",NaN,1,484.159996,22,7
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Unassigned"",""Cross-network""]",NaN,1,484.159997,1,7
"[""Paid Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,485.519997,1,7
"[""Organic Search"",""Paid Social""]",NaN,1,487.4,6,2
"[""Cross-network"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,1,489.679997,47,6
"[""Cross-network"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,490.889996,17,5
"[""Referral"",""Referral"",""Organic Search"",""Paid Search"",""Referral""]",NaN,1,492.799999,0,5
"[""Paid Search"",""Organic Search"",""Organic Search"",""Referral""]",NaN,1,492.799999,3,4
"[""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,494,7,5
